instruction,input,output
ขอจัดเมนูอาหารผู้ป่วยโรคเก๊าท์ 3 มื้อเพิ่มอีก,,"- มื้อเช้า: โจ๊กหมูบดใส่ขิงอ่อน กล้วยหอม นมพร่องมันเนย
- มื้อกลางวัน: ผัดมักกะโรนีหมู วุ้นน้ำเชื่อม
- มื้อเย็น: ข้าวสวย แกงส้มผักรวมปลาช่อน ไข่ต้ม ฝรั่ง"
ปัจจัยสำคัญที่มีอิทธิพลต่อขนาดของร่างกาย,,"พันธุกรรม,สิ่งแวดล้อม"
อาการของโรคที่ขาดโปรตีน เรียกว่า,,โรคตานขโมย
โรคกระดูกอ่อนเกิดจากการขาดธาตุอะไร,,ธาตุแคลเซียมและฟอสฟอรัส
ข้อต่อไปนี้เป็นโรคที่เกิดจากการขาดวิตามินเอ,,"โรคตาฟาง,ตาดำอักเสบ,อาจถึงตาบอด"
ข้อใดเป็นโรคที่เกิดจากการขาดวิตามินบี1,,โรคเหน็บชา
โรคปากนกกระจอกเกิดจากการขาดวิตามินชนิดใด,,วิตามินบีสอง
วิตามินชนิดใดเกี่ยวกับการแข็งตัวของเลือด,,วิตามินเค
อาหารชนิดใด เป็นอาหารที่ก่อให้เกิดมะเร็งได้,,หมูกระทะย่างไหม้ๆ
หญิงมีครรภ์อาจมีภาวะคลอดก่อนกำหนดหากขาดธาตุชนิดใด,,ธาตุเหล็ก
เด็กวัยเรียน หมายถึง เด็กที่มีอายุระหว่างเท่าใด ถึง เท่าใด,,12-19 ปี
ถ้าร่างกายมีภาวะ ภูมิต้านทานต่ำ อ่อนแอ เฉื่อยชา เบื่ออาหาร แสดงว่าร่างกายขาดสารอาหารประเภทใด,,โปรตีน
"อาหารที่ให้โปรตีนสูง คือ อาหารจำพวกเนื้อสัตว์ แต่เนื้อสัตว์มีราคาค่อนข้างแพง 
อาหารชนิดใดที่จะแทนเนื้อสัตว์ได้ดีที่สุด",,นม
โรคเกาต์ คืออะไร,,"โรคเกาต์เป็นโรคที่เกิดจากการที่ร่างกายมีกรดยูริกในเลือดสูงอยู่เป็นเวลานานจนเกิดการตกผลึกของยูเรตตามเนื้อเยื่อต่าง ๆ เช่น ข้อ (ทำให้เกิดข้ออักเสบ) 
ไต (ทำให้เกิดนิ่วในไตและไตวาย) ส่วนสาเหตุที่ทำให้กรดยูริกในเลือดสูงก็เนื่องมาจาก ร่างกายสร้างกรดยูริกมากกว่าปริมาณที่ขับออก"
เมื่อร่างกายเกิดความผิดปกติเกี่ยวกับการย่อยอาหาร แสดงว่าร่างกายต้องการธาตุชนิดใด,,แมกนีเซียม
ถ้าร่างกายขาดสารไอโอดีน จะทำให้เป็นโรคคอพอก และยังส่งผลต่อร่างกายด้านอื่นอย่างไร,,เส้นผมแดง แตกปลาย หยาบ
โรคเพลลากรา เกิดจากการขาดวิตามิน ชนิดใด,,วิตามินบี 5
โรคกระดูกอ่อน กระดูกเปราะและหักง่าย ฟันผุ เกิดจากการขาดวิตามินชนิดใด,,วิตามินดี
ขอตัวอย่างเมนูรายการอาหารเช้าสุขภาพ,,ขนมปังทาเนย ไข่ดาวน้ำ นมพร่องมันเนย ส้มเขียวหวาน
ขอตัวอย่างเมนูรายการอาหารกลางวันสุขภาพ,,ก๋วยเตี๋ยวราดหน้า หมูสับผักกาดหอม เฉาก๋วย ลูกชิด-น้ำเชื่อม
ขอตัวอย่างเมนูรายการอาหารเย็นสุขภาพ,,ข้าวสวย แกงจืดผักกาดขาวหมูเด้ง ผัดกะเพราหมูสับ แคนตาลูป
แนะนำเมนูอาหารไขมันในเลือดสูง 3 มื้อ,,"- มื้อเช้า: ข้าวซ้อมมือต้ม ผัดเต้าหู้ถั่วงอก ปลานึ่งขึ้นฉ่าย นมขาดมันเนย แอปเปิ้ล
- มื้อกลางวัน: ก๋วยเตี๋ยวน้ำไก่ตุ๋นมะระ ถั่วเขียวต้มน้ำตาล นมขาดมันเนย
- มื้อเย็น: ข้าวสวยซ้อมมือ แกงส้มผักรวมปลา ไก่อบวุ้นเส้น ขิง มะเขือเทศ กะหล่ำปลี ฝรั่ง"
ขอจัดเมนูอาหารไขมันในเลือดสูง 3 มื้อเพิ่มอีก,,"- มื้อเช้า:ข้าวต้มปลา นมขาดมันเนย ส้มโอ
- มื้อกลางวัน: ก๋วยเตี๋ยวราดหน้า ผัดรวมไก่ นมขาดมันเนย แคนตาลูป
- มื้อเย็น: ข้าวสวยซ้อมมือ แกงจืดผักกาดขาว เต้าหู้อ่อนหมูบด ปลานึ่งมะนาว กล้วยน้ำว้า"
แนะนำเมนูอาหารเช้าเพื่อสุขภาพ,,ขนมปังโฮลวีท ปลาอบ-ผัก สลัดผักไข่ต้ม นมขาดมันเนย ส้มเขียวหวาน
ช่วยจัดเมนูอาหารเที่ยงหน่อย,,ข้าวอบธัญพืช/ไก่อบ ซุปใสเต้าหู้อ่อน นมขาดมันเนย มะละกอสุก
ช่วยจัดเมนูอาหารเย็นหน่อย,,ข้าวสวยซ้อมมือ ต้มยำปลาช่อน เห็ดฟาง ผัดผักบุ้งไฟแดง กล้วยหอมผลเล็ก
แนะนำรายการอาหารเช้าให้หน่อยค่ะ/ครับ,,ข้าวสวยซ้อมมือ แกงจืดตำลึงหมูบด ผัดเปรี้ยวหวานเต้าหู้ นมขาดมันเนย สาลี่
ช่วยจัดรายการอาหารเที่ยงสุขภาพ,,ขนมจีน น้ำยา ผักต้ม สละ ถั่วแดงเย็น
ช่วยจัดรายการอาหารเย็นค่ะ,,ข้าวสวยซ้อมมือ แกงจืดกวางตุ้งลูกชิ้นหมู น้ำพริกปลาย่างผักต้ม ปลาอบ แตงโม
แนะนำเมนูอาหารเช้าสารอาหารครบ 5 หมู่,,โจ๊กไก่บด นมถั่วเหลือง(ไม่มีน้ำตาล) เงาะ
แนะนำเมนูอาหารเที่ยงสารอาหารครบ 5 หมู่,,ข้าวสวยซ้อมมือ ซุปมันฝรั่ง-มะเขือเทศไก่ ยำผักรวม นมขาดมันเนย แก้วมังกร
แนะนำเมนูอาหารเย็นสารอาหารครบ 5 หมู่,,ข้าวสวยซ้อมมือ แกงป่าผักรวมหมู ผัดบล็อกโคลี เห็ดเข็มทอง ถั่วแดง ชมพู่ทับทิม
ปริมาณโคเลสเตอรอลรวมที่ร่างกายเราควรมี,,น้อยกว่า 200 มิลลิกรัม/เดซิลิตร
ปริมาณแอลดีแอล โคเลสเตอรอลที่ร่างกายเราควรมี,,น้อยกว่า 130 มิลลิกรัม/เดซิลิตร
ปริมาณเอชดีแอล โคเลสเตอรอลในร่างกายของผู้ชายที่ควรมี,,มากกว่า 40-60 มิลลิกรัม/เดซิลิตร
ปริมาณเอลดีแอล โคเลสเตอรอลในร่างกายของผู้หญิงที่ควรมี,,มากกว่า 50-60 มิลลิกรัม/เดซิลิตร
ปริมาณไตรกลีเซอไรด์ที่ร่างกายเราควรมี,,น้อยกว่า 150 มิลลิกรัม/เดซิลิตร
สอบถามปริมาณโคเลสเตอรอล,ไข่ไก่ทั้งลูก,548 มิลลิกรัม
ตัวอย่างอาหารที่มีปริมาณโคเลสเตอรอลมาก,,ปลาหมึกกล้วย 233 มิลลิกรัม
ตัวอย่างอาหารที่มีปริมาณโคเลสเตอรอลน้อย,,ไข่ไก่เฉพาะไข่ขาว 0 มิลลิกรัม
แอลดีแอล โคเลสเตอรอล คืออะไร,,แอลดีแอล โคเลสเตอรอล เป็นไขมันที่เป็นต้นเหตุและตัวการสำคัญที่สุดของโรคหลอดเลือดแดงอุดตัน จัดเป็นไขมันชนิดเลว
เอชดีแอล โคเลสเตอรอล คืออะไร,,เอชดีแอล โคเลสเตอรอล เป็นไขมันที่มีหน้าที่ป้องกันและต่อต้านการเกิดโรคหลอดเลือดอุดตัน จัดเป็นไขมันชนิดดี
ไตรกลีเซอไรด์ มีผลเสียอย่างไร,,ส่งผลให้เกิดโรคหลอดเลือด
ไตรกลีเซอไรด์ คืออะไร,,"เป็นไขมันชนิดหนึ่งที่ได้จากอาหารที่กินและจากการสร้างขึ้นเองในร่างกาย โดยตับและลำไส้เล็กเป็นตัวสร้างขึ้น แต่ถ้ามีมากเกินไปในเลือด
จะทำให้หลอดเลือดแดงแข็ง ถ้าเกิดที่หัวใจจะทำให้หัวใจขาดเลือด ถ้าเกิดที่สมองจะทำให้เป็นโรคหลอดเลือดสมองเ็นอัมพาต 
หรืออาจรุนแรงถึงแก่ชีวิตได้"
โคเลสเตอรอล คืออะไร,,"เป็นไขมันชนิดหนึ่งที่มีอยู่ในกระแสเลือด ร่างกายต้องการโคเลสเตอรอลเพื่อช่วยในการทำงานของระบบต่างๆ แต่ถ้ามีมากเกินไปในเลือดจะทำให้ร่างกาย
เสี่ยงต่อการเกิดโรคหลอดเลือดแดงแข็งตัว เกิดการอุดตัน ทำให้เกิดความพิการหรืออาจรุนแรงถึงชีวิต"
เนื้อชนิดใด ที่มีปริมาณโคเลสเตอรอลน้อย,,เนื้อไก่ล้วน 70 มิลลิกรัม
แต่ละส่วนของไข่มีปริมาณโคเลสเตอรอลเท่าไหร่บ้าง,,"- ไข่ไก่เฉพาะไข่แดง 1602 มิลลิกรัม
- ไข่ไก่เฉพาะไข่ขาว 0 มิลลิกรัม"
ไข่แต่ละชนิด มีปริมาณโคเลสเตอรอลเท่าไหร่บ้าง,,"- ไข่ไก่ทั้งลูก 548 มิลลิกรัม
- ไข่เป็ดทั้งลูก 884 มิลลิกรัม
- ไข่่นกกระทา 844 มิลลิกรัม
- ไข่่ปลา 374 มิลลิกรัม"
ตัวอย่างของหวาน มีโคเลสเตอรอลเท่าไหร่บ้าง,,"- ไอศกรีมวานิลลา 45 มิลลิกรัม
- เค้กเนย 221 มิลลิกรัม
- คุ้กกี้เนย 117 มิลลิกรัม"
จัดเมนูเพื่อควบคุมระดับน้ำตาล 3 มื้อ,,"- มื้อเช้า: ขนมปังโฮลวีท, หมูอบ-สลัดผัก, นมราดมันเนย 1 แก้ว, ผลไม้ สาลี่ 1 ผลกลาง
- มื้อกลางวัน: บะหมี่หมูแดง-ผักกวางตุ้ง, ขนมกุยช่ายไส้ผักนึ่ง, ผลไม้ส้มโอ 2 กลีบใหญ่
- มื้อเย็น: ข้าวสวย, ต้มจับฉ่ายเต้าหู้, ปลานึ่งราดพริก, ผลไม้ เงาะ 4 ผลเล็ก"
ขอเมนูอาหารเช้าลดน้ำตาล,,"ข้าวต้มปลา, นมขาดมันเนย 1 แก้ว, ผลไม้ฝรั่ง 1/2 ผลกลาง"
ขอเมนูอาหารเที่ยงลดน้ำตาล,,"ข้าวสวย (ข้าวกล้อง), แกงจืดผักกาดขาว แครอท หมูบด, ผัดเผ็ดลูกชิ้นปลากราย มะเขือ กระชาย, ผลไม้ ส้ม 1 ผลกลาง"
ขอเมนูอาหารเย็นลดน้ำตาล,,"ข้าวสวย (ข้าวกล้อง), ต้มยำปลาทูสด, ผัดถั่วงอก ต้นหอม แครอท เต้าหู้, ผลไม้ ลองกอง 5 ผลกลาง"
แนะนำเมนูอาหารเช้า 1 เมนู น้ำตาลน้อย,,"ข้าวสวย (ข้าวกล้อง), แกงจืดเต้าหู้อ่อน-ตำลึง, ผัดกะเพราไก่สับถั่วฝักยาว"
แนะนำเมนูอาหารเที่ยง 1 เมนู น้ำตาลน้อย,,ขนมจีน น้ำยาป่า ผักรวมไข่ต้ม
แนะนำเมนูอาหารเย็น 1 เมนู น้ำตาลน้อย,,"แกงเลียงผักรวม, หมูย่างไม่ติดมัน, ข้าวสวย (ข้าวกล้อง)"
แนะนำเมนูอาหารลดน้ำหนัก 3 มือ,,"- มื้อเช้า: ข้าวต้มปลา, นมพ่องมันเนย
- มื้อกลางวัน: ก๋วยเตี๋ยวไก่ตุ๋น, มะละกอสุก
- มื้อเย็น: ข้าวสวย (ข้าวกล้อง), แกงส้มผักรวม, ผัดผัก, ปลานึ่ง, สับปะรด"
จัดเมนูประจำวันสำหรับลดน้ำหนัก,,"- มื้อเช้า: ข้าวสวย (ข้าวกล้อง), ผัดผัก, ยำไข่ต้ม, นมพร่องมันเนย
- มื้อกลางวัน: ขนมจีนน้ำยาป่า, แตงโม
- มื้อเย็น: ข้าวสวย (ข้าวกล้อง), แกงจืดเต้าหู้, ผัดผัก, ส้มเขียวหวาน"
ขอมื้อเช้า มื้อกลางวัน มื้อเย็น สำหรับคนลดน้ำหนัก,,"- มื้อเช้า: ข้าวสวย (ข้าวกล้อง), แกงจืดตำลึง, ไข่ตุ๋น, น้ำเต้าหู้ไม่ใส่น้ำตาล
- มื้อกลางวัน: สุกี้น้ำ, ฝรั่ง
- มื้อเย็น: ข้าวสวย (ข้าวกล้อง), แกงป่า, ผัดผัก, ส้มโอ"
ไขมันอิ่มตัวอะไรมีประโยชน์ต่อหัวใจ,,ไขมันไม่อิ่มตัวเชิงเดี่ยว (Monounsaturated Fat หรือ MUFA) พบมากในพืชที่ใหน้ำมัน เช่น มะกอก ถั่วลิสง เมล็ดชาและรำข้าว
ไขมันไม่อิ่มตัวอะไรมีประโยชน์ต่อหัวใจ,,"ไขมันไม่อิ่มตัวเชิงซ้อน (Polyunsaturated Fat หรือ PUFA) ส่วนใหญ่พบในพืชที่ใหน้ำมันมาก เช่น ข้าวโพด ดอกคำฝอย ทานตะวัน ถั่วเหลือง 
และยังพบได้ในปลา"
ไขมันอิ่มตัวอะไรเป็นอันตรายต่อหัวใจ,,ไขมันอิ่มตัว (Saturated Fat) พบในผลิตภัณฑ์จากสัตว์เช่น หนังเป็ด หนังไก่ น้ำมันหมูเนื้อติดมันและยังพบในเนย น้ำมันปาล์มและน้ำมันมะพร้าว
ไขมันไม่อิ่มตัวอะไรเป็นอันตรายต่อหัวใจ,,"Hydrogenated oil และ Trans Fat เป็น ไขมันที่ไดัจากการทำน้ำมันพืชให้อยู่ในรูปของแข็งและป้องกันการเหม็นหืน เช่น เนยเทียม 
เนยขาว มาร์การีน น้ำมันทอดซ้ำ อาหารฟาสต์ฟ์ู้ด คุกกี้อบกรอบต่างๆ"
แนะนำเมนูลดน้ำหนัก 1 เมนู,,เต้าหู้ขาวตุ๋นเห็ดอกไก่สับ 
แนะนำเมนูลดน้ำหนักมีโปรตีน 1 เมนู,,ถั่วลันเตาผัดสันในไก่
แนะนำเมนูของหวานลดน้ำหนัก 1 เมนู,,กล้วยบวดชีโปรตีนสูง
ตัวอย่างเมนูลดน้ำหนัก เผ็ดๆ,,น้ำพริกปลาทู
เนื้อสัตว์อะไรที่มีโปรตีนสูง,,ปลาทู (นึ่ง) มีโปรตีน 24.90 กรัม
สิ่งทดแทนเนื้อสัตว์อะไร ที่มีโปรตีนสูง,,โปรตีนเกษตร มีโปรตีน 24.88 กรัม
ตัวอย่างอาหารโปรตีนสูงในร้านสะดวกซื้อ,,"ทูน่าสเต็กในน้ำเกลือ, เครื่องดื่มเวย์โปรตีนสำเร็จรูป, นมถั่วเหลือง, ลูกชิ้นอกไก่ข้าวไรซ์เบอร์รี่, สันในไก่นุ่ม, ทูน่าสเต็กในน้ำแร่, อกไก่นุ่ม"
ตัวอย่างอาหารโปรตีนสูงในร้านสะดวกซื้อ 1 เมนู,,แซนวิชไส้อกไก่พริกไทยดำสลัดไข่
เครื่องดื่มใดที่มีปริมาณน้ำตาลมากที่สุด,,น้ำอัดลมรสโคล่า 34.8 กรัม
ความหวานมีผลต่อสุขภาพอย่างไร,,"อาหารจำพวกน้ำตาล เมื่อกินเข้าจะแปรเปลี่ยนเป็นพลังงานที่ใช้ในร่างกาย และถ้ามากเกินไปจะถูกเปลี่ยนเป็นไขมันสะสมในร่างกาย
ดังนั้นการกินน้ำตาลมากๆ ส่งผลให้มีน้ำหนักเกิน อ้วนและโรคสุขภาพตามมา"
ตัวอย่างปริมาณโซเดียมในเครื่องปรุง,,ซอสหอยนางรม 1 ช้อนกินข้าว มีปริมาณโซเดียม 518 มิลลิกรัม
เครื่องปรุงอาหารชนิดใดมีโซเดียมมากที่สุด,,"ซีอิ๊ว 1 ช้อนกินข้าว มีปริมาณโซเดียม 1,190 มิลลิกรัม"
วิธีการเลือกกินปลาเพื่อลดคอเลสเตอรอล,,"แนะนำให้รับประทานเนื้อปลา โดยเฉพาะปลาที่มีกรดไขมันโอเมก้า 3 เป็น จำนวน 2 หน่วยบริโภคต่อสัปดาห์ นอกจากจะช่วยควบคุมไขมันในเลือดแล้ว 
กรดไขมันโอเมก้า 3 ยังมีประโยชน์ต่อสุขภาพหัวใจในด้านอื่น ๆ อีกด้วย ตัวอย่างของปลาที่มีไขมันดี เช่น ปลาแซลมอน ปลาทูน่า ปลาทู ปลาแฮร์ริ่ง 
และปลาซาร์ดีน โดย 1 หน่วย บริโภคเท่ากับเนื้อปลาปรุงสุกประมาณ 100 กรัม"
วิธีการเพิ่มไฟเบอร์ในร่างกาย,,"เพิ่มไฟเบอร์ในร่างกาย เส้นใยอาหารที่ละลายน้ำจะรวมตัวกับคอเลสเตอรอลในลำไส้และลดการดูดซึมไขมันเข้าในกระแสเลือด.
- พยายามกิน 2 หน่วยบริโภคของผลไม้ และ 2 หน่วยบริโภคของผักทุกวัน
- เลือกอาหารที่เป็นอาหารธัญพืช เช่น ข้าวกล้อง, ข้าวโอ๊ต, และขนมปังธัญพืช
- รวมกับโปรตีนที่มีจากพืช เช่น ถั่ว
- ทานอาหารว่างที่มีโภชนาการที่ดีเช่น ถั่วหรือเมล็ดของ ผัก ผลไม้ต่างๆ"
หลักการจัดอาหารเพื่อลดคอเลสเตอรอล,,"จานอาหารสุขภาพ เป็นแนวทางช่วยให้อาหารแต่ละมื้อสมดุลและมีโภชนาการที่ดี แนวทางนี้จะบอกสิ่งที่คุณควรทานในปริมาณที่พอเหมาะแต่ละมื้อ 
เพื่อที่จะวางแผนปริมาณที่ควรทานอย่างเหมาะสม
- ครึ่งจานควรเป็นผักและผลไม้
- 1⁄4 ของจานควรเป็นธัญพืช
- 1⁄4 ของจานควรเป็นเนื้อสัตว์และอื่นๆ."
ค่า BMI ที่เหมาะสมกับร่างกาย,,น้ำหนักร่างกายที่พอเหมาะ (BMI 18.5-22.9 kg/m2)
ค่า BMI ที่่ไม่เหมาะสมคือเท่าใด,,ค่า BMI เกิน 23kg/m2. ลดน้ำหนักส่วนเกินจะช่วยควบคุมไขมันในเลือด และลดความเสี่ยงในการเกิดโรคหัวใจและการเกิดหัวใจวาย
ตัวอย่างน้ำสมุนไพรแก้หวัด,,น้ำมะขามป้อม 
ตัวอย่างเมนูอาหารเสริมภูมิคุ้มกัน,,"ไข่เจียวหอมใหญ่, ผักหวานผัดไข่, ปลาโอผัดกระเทียมพริกไทย"
น้ำตาลกินเข้าไปแล้วไปไหน,,"เมื่อกินข้าว แป้ง น้ำตาล ร่างกายจะย่อยน้ำตาลให้มีขนาดเล็กลง จนลำไส้เล็กดูดซึมเข้าสู่กระแสเลือดและเผาผลาญเป็นพลังงานให้ร่างกายทำกิจกรรมต่างๆ
โดยมีฮอร์โมนจากตับอ่อน ที่เรียกว่า “อินซูลิน” เป็นตัวช่วยนำน้ำตาลเข้าสู่เซลล์"
น้ำตาลเทียมกินแล้วไม่อ้วนจริงหรือไม่,,"น้ำตาลเทียมคือ
• สารให้ความหวานที่ใช้แทนน้ำตาล (artificial sweetening agent)
• มีรสหวานคล้ายน้ำตาล แต่ไม่ให้พลังงานเหมือนน้ำตาล
ผู้บริโภคบางกลุ่มต้องการลดน้ำตาลเพื่อควบคุมน้ำหนัก หรือผู้ที่เป็นโรคเบาหวานที่จำเป็นต้องควบคุมระดับน้ำตาลในเลือดให้อยู่ในระดับที่ไม่เป็นอันตราย 
โดยใช้น้ำตาลเทียมแทนน้ำตาล"
น้ำตาลเทียมเสี่ยงเบาหวานหรือไม่,,"งานวิจัยปี 2552 พบว่า ผู้ที่ดื่มน้ำอัดลมประเภท diet อย่างน้อยวันละ 1 ครั้ง มีความสัมพันธ์กับโอกาสที่จะเกิด
เบาหวานเพิ่มขึ้น 67% เมื่อเปรียบเทียบกับผู้ที่ไม่ได้ดื่มเลย"
น้ำตาลเทียมเสี่ยงน้ำหนักเพิ่มขึ้นหรือไม่,,"งานวิจัยปี 2553 การกินอาหารที่ให้รสหวานแม้จะเป็นจากน้ำตาลเทียมก็สามารถกระตุ้นความอยากน้ำตาลได้และอาจเพิ่มโอกาสว่าให้อยากกินอาหารอื่นๆ 
ทำให้น้ำหนักตัวเพิ่มได้ในที่สุด"
ทางเลือกในการลดน้ำตาลมีอะไรบ้าง,,"- ดื่มน้ำเปล่าคือทางเลือกที่ดีที่สุด
- เลือกสั่งเครื่องดื่มแบบหวานน้อย หรือไม่เติมน้ำตาล
- ไม่ควรดื่มน้ำอัดลมแบบ Diet แทนน้ำเปล่าเป็นประจำ
- หากอยากดื่มเครื่องดื่มรสหวานและไม่ดื่มเป็นประจำ เลือกดื่มน้ำอัดลมประเภท Diet ได้หรือดื่มสูตรปกติแต่ลดปริมาณลง
- ใน 1 วัน ไม่ควรกินน้ำตาลเกิน 6 ช้อนชา น้ำตาลที่ว่านี้ ได้แก่ น้ำตาลทรายขาว น้ำตาลทรายแดง น้ำผึ้ง น้ำตาลเทียม น้ำตาลปี๊บ แบะแซ น้ำเชื่อมข้าวโพด
(high fructose corn syrup, corn syrup) รวมถึงแหล่งให้ความหวานอื่นๆ
- เลือกกินผลไม้สด แทนขนมหวาน หรือเครื่องดื่มรสหวาน"
ไขมันทรานส์ คืออะไร,,"พบมากในเนยขาว (shortening) และเนยเทียม (margarine) ของทอด อาหารจานด่วน ขนมขบเคี้ยว เบเกอรี่และครีมเทียมบางชนิด เพิ่มระดับ
LDL-c ลด HDL-c ซึ่งเสี่ยงต่อการเกิดโรคหัวใจและหลอดเลือดมากที่สุด"
ไขมันทรานส์ มีอยู่ในอาหารประเภทใดบ้าง,,"อาหารทอด ฟาสต์ฟู้ด ขนมอบและเบเกอรี่ ไขมัน ที่มาจากสัตว์ เช่น เนื้อติดมัน เนื้อมันแทรก มันหมู หนังไก่ สะโพกไก่ เนย ชีส เป็นต้น ไขมัน ที่มาจากพืช
เช่น น้ำมันมะพร้าว น้ำมันปาล์ม ครีมเทียม เป็นต้น"
กินมันแค่ไหนจึงจะพอดี,,การกินไขมันนั้น แนะนำไว้ว่าให้กินแต่น้อยและใน 1 วัน ควรกินไม่เกินวันละ 6 ช้อนชา (30 กรัม)
ข้อควรระวังในการใช้น้ำมันมีอะไรบ้าง,,ไม่ควรใช้น้ำมันทอดอาหารซ้ำเกิน 2 ครั้ง เสี่ยงต่อการได้รับสารก่อมะเร็ง
กินเค็มมากมีผลต่อสุขภาพอย่างไร,,เสี่ยงต่อภาวะความดันโลหิตสูง และจะมีโรคแทรกซ้อนตามมา เช่น โรคหัวใจ โรคไต อัมพฤกษ์ อัมพาต
กินเค็มแค่ไหนจึงพอดี,,"ใน 1 วันไม่ควรกินโซเดียมเกิน 2,000 มิลลิกรัม หรือควรกินเกลือ ไม่เกินวันละ 1 ช้อนชา หรือเทียบกับน้ำปลาไม่เกินวันละ 4 ช้อนชา"
เทคนิค ลดหวาน มัน เค็ม มีอะไรบ้าง,,"1. ชิมก่อนปรุงทุกครั้ง ลดการปรุงรส
2. เลี่ยงขนมหวาน เครื่องดื่มรสหวาน สั่งหวานน้อย หรือไม่เติมน้ำตาล
3. เลี่ยงอาหารทอด เบเกอรี่ ลดอาหารที่มีกะทิ
4. เลือกใช้น้ำมันให้เหมาะสม งดน้ำมันทอดซ้ำ
5. ลดน้ำจิ้ม อาหารสำเร็จรูปอาหารแปรรูป ขนมขบเคี้ยว
6. เริ่มอ่านฉลากก่อนซื้อ อ่านฉลากจะทราบว่าผลิตภัณฑ์นั้นมีน้ำตาล น้ำมัน = กี่ช้อนชา"
วืธีคำนวณน้ำตาลของอาหาร,,ในฉลากมีน้ำตาลกี่กรัมให้หาร 4 เช่น น้ำตาล 36 กรัม/ 4 = 9 ช้อนชา
วืธีคำนวณน้ำมันของอาหาร,,น้ำมันหาร 5 เช่น ไขมัน 63 กรัม/ 5 = 12.6 ช้อนชา
ปริมาณผักและผลไม้ที่ควรรับประทาน,,"กินวันละ 400 กรัม จะช่วยลดความเสี่ยงต่อการเกิดโรคไม่ติดต่อเรื้อรัง เช่น โรคความดันโลหิตสูง หลอดเลือดหัวใจและสมอง
มะเร็งบางชนิดได้ลดระดับคอเลสเตอรอล ชะลอการดูดซึมน้ำตาลในเลือด กระตุ้นการขับถ่าย"
ควรมีผักอย่างน้อยเท่าไหร่ในเมื้ออาหาร,,กินผักอย่างน้อยมื้อละ 2 ทัพพี
ควรกินผักตอนไหนบ้าง,,"กินผักเริ่มต้นง่ายๆ ด้วยการใส่ผักลงไปในเมนูอาหารจานโปรดและเพิ่มปริมาณเพิ่มขึ้นเป็น 2 ทัพพีต่อมื้ออาหาร 
เมื่อเริ่มชินกับรสชาติของผักก็สามารถเลือกผักหลากสีมาปรุงแต่งอาหารได้ตามชอบใจ"
ผลไม้ควรกินตอนไหน,,"ผลไม้เราควรเริ่มจากการกินผลไม้หลังมื้ออาหารเป็นประจำทุกมื้ออาหารหรือเป็นอาหารว่างระหว่างมื้ออาหาร กินผลไม้มื้อละ 1-2 ส่วน โดยใส่ใจกับการ
เลือกซื้อผลไม้โดยเฉพาะผลไม้ตามฤดูกาล ทั้งประหยัด สะดวก และหาซื้อได้ง่าย"
บอกประโยชน์ของผักสีเขียว,,ลดการเสื่อมจอประสาทตา ลดความเสี่ยงมะเร็งเต้านม
บอกประโยชน์ของผักสีเหลือง-ส้ม,,ลดความเสี่ยงต่อการเกิดโรคหัวใจและหลอดเลือดเสริมภูมิคุ้มกันของร่างกาย บำรุงสายตา
บอกประโยชน์ของผักสีน้ำเงิน-ม่วง,,ช่วยระบบความจำลดความเสี่ยงของการเกิดโรคหัวใจและหลอดเลือด
บอกประโยชน์ของผักสีแดง,,"ช่วยป้องกันและยับยั้งการเติบโตของเซลล์มะเร็งเต้านม มะเร็งต่อมลูกหมาก มะเร็งลำไส้ใหญ่ และมะเร็งเยื่อบุมดลูก ช่วยให้ภาวะผิดปกติ เช่น 
โรคหัวใจเบาหวานกระดูกพรุนดีขึ้น"
บอกประโยชน์ของผักสีขาว-น้ำตาล,,สร้างเซลล์ให้แข็งแรง ลดน้ำตาลและไขมันในเลือด ลดความดันต้านการอักเสบ ยับยั้งการเกิดเนื้องอก
เทคนิคในการกินผักเพื่อสุขภาพมีอะไรบ้าง,,"- ควรกินผักให้หลากหลายชนิด ผักสดมีคุณค่ามากกว่าผักสุก เพราะสารอาหารไม่ถูกทำลายด้วยความร้อน แต่ต้องล้างให้สะอาดลดการปนเปื้อน
- แต่ละมื้ออาหารควรกินผักให้ได้อย ่างน้อย 2 ชนิด เพื่อให้ได้สารอาหารหลากหลายจากผัก ควรกินผักให้ได้ครบ 5 สี"
กลุ่มโรค NCDs มีอะไรบ้าง,,"1. โรคเบาหวาน (Diabetes Mellitus)
2. โรคหลอดเลือดสมองและหัวใจ (Cardiovascular & Cerebrovascular Diseases)
3. โรคถุงลมโป่งพอง (Emphysema) ซึ่งเป็นโรคในกลุ่มปอดอุดกั้นเรื้อรัง (Chronic Obstructive Pulmonary Disease:COPD)
4. โรคมะเร็ง (Cancer)
5. โรคความดันโลหิตสูง (Hypertension)
6. โรคอ้วนลงพุง (Obesity)"
สาเหตุสำคัญที่ทำให้เป็นโรค NCDs คืออะไร,,"สาเหตุสําคัญที่ทําให้คนไทยเป็นกลุ่มโรคไม่ติดต่อเรื้อรัง ได้แก่ การกินอาหารรสหวาน มัน เค็มมากเกินไปเป็นประจํา
ดื่มเครื่องดื่มแอลกอฮอล์ สูบบุหรี่ และขาดการออกกําลังกาย"
